,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
57907,40018,2019-07-26,5,Cinto Listrado,1,214,214
57908,40018,2019-07-26,5,Casaco,2,250,500
57909,40018,2019-07-26,5,Bermuda Xadrez,2,155,310
57910,40018,2019-07-26,5,Bermuda Linho,1,195,195
57925,40024,2019-07-26,5,Bermuda Xadrez,1,155,155
57926,40024,2019-07-26,5,Camisa Xadrez,1,105,105
57927,40024,2019-07-26,5,Terno Estampa,2,706,1412
57935,40032,2019-07-26,5,Relógio Estampa,1,219,219
57936,40032,2019-07-26,5,Camisa Listrado,2,108,216
57937,40032,2019-07-26,5,Gorro Estampa,3,93,279
58039,40105,2019-07-26,5,Calça Linho,1,211,211
58040,40105,2019-07-26,5,Relógio Xadrez,1,214,214
58041,40105,2019-07-26,5,Meia Linho,2,78,156
58042,40105,2019-07-26,5,Camiseta,1,180,180
58043,40105,2019-07-26,5,Cinto Xadrez,1,215,215
58076,40128,2019-07-26,5,Sunga,1,100,100
