,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
59802,41329,2019-08-02,5,Mochila,3,270,810
59803,41329,2019-08-02,5,Meia Estampa,1,50,50
59804,41329,2019-08-02,5,Sapato Estampa,2,358,716
59949,41425,2019-08-02,5,Cueca Xadrez,1,60,60
59950,41425,2019-08-02,5,Short,2,90,180
59951,41425,2019-08-02,5,Meia Linho,2,78,156
59952,41425,2019-08-02,5,Mochila Linho,5,311,1555
59967,41436,2019-08-02,5,Tênis Linho,4,294,1176
59968,41436,2019-08-02,5,Mochila Listrado,5,275,1375
59969,41436,2019-08-02,5,Gorro Listrado,4,97,388
59970,41436,2019-08-02,5,Pulseira Listrado,1,79,79
