,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
56194,38852,2019-07-20,5,Sapato Listrado,2,363,726
56200,38858,2019-07-20,5,Pulseira Listrado,5,79,395
56201,38858,2019-07-20,5,Short,3,90,270
56202,38858,2019-07-20,5,Gorro Linho,4,124,496
56248,38889,2019-07-20,5,Chinelo,1,60,60
56266,38902,2019-07-20,5,Camisa,1,100,100
56267,38902,2019-07-20,5,Camisa Gola V Linho,2,145,290
56289,38916,2019-07-20,5,Sunga,5,100,500
56290,38916,2019-07-20,5,Polo Xadrez,4,142,568
56291,38916,2019-07-20,5,Tênis Xadrez,1,259,259
56292,38916,2019-07-20,5,Short Linho,1,133,133
56297,38921,2019-07-20,5,Short,5,90,450
56298,38921,2019-07-20,5,Camisa Linho,3,141,423
56299,38921,2019-07-20,5,Cueca Xadrez,5,60,300
56341,38954,2019-07-20,5,Terno Liso,1,720,720
56342,38954,2019-07-20,5,Short Estampa,2,96,192
56397,38987,2019-07-20,5,Casaco,1,250,250
56401,38989,2019-07-20,5,Chinelo Xadrez,1,66,66
