,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
31923,21958,2019-04-25,5,Terno Listrado,4,709,2836
31942,21977,2019-04-25,5,Terno Estampa,3,706,2118
31943,21977,2019-04-25,5,Cueca Liso,1,69,69
31960,21991,2019-04-25,5,Meia Estampa,5,50,250
31961,21991,2019-04-25,5,Sapato Estampa,2,358,716
31962,21991,2019-04-25,5,Meia Estampa,2,50,100
31963,21991,2019-04-25,5,Gorro Liso,1,92,92
32009,22022,2019-04-25,5,Tênis Liso,1,266,266
32010,22022,2019-04-25,5,Camisa Estampa,1,113,113
32050,22053,2019-04-25,5,Camisa Linho,1,141,141
32051,22053,2019-04-25,5,Camisa Listrado,2,108,216
32052,22053,2019-04-25,5,Tênis,2,250,500
32127,22107,2019-04-25,5,Sunga,1,100,100
32128,22108,2019-04-25,5,Bermuda Estampa,5,169,845
32129,22108,2019-04-25,5,Camisa Gola V Estampa,4,118,472
32130,22108,2019-04-25,5,Casaco Listrado,1,269,269
32131,22108,2019-04-25,5,Camiseta Listrado,3,197,591
