,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
44852,30908,2019-06-10,5,Tênis Listrado,2,262,524
44853,30908,2019-06-10,5,Bermuda Linho,1,195,195
44854,30908,2019-06-10,5,Camisa Gola V,1,100,100
44897,30938,2019-06-10,5,Short Linho,2,133,266
44898,30938,2019-06-10,5,Sunga Liso,3,114,342
44954,30970,2019-06-10,5,Relógio Liso,5,216,1080
45035,31038,2019-06-10,5,Sunga Liso,1,114,114
45036,31038,2019-06-10,5,Tênis Linho,3,294,882
45037,31038,2019-06-10,5,Sapato Estampa,2,358,716
45051,31048,2019-06-10,5,Relógio Xadrez,2,214,428
45052,31048,2019-06-10,5,Gorro Estampa,1,93,93
45053,31049,2019-06-10,5,Meia,2,30,60
45054,31049,2019-06-10,5,Mochila Estampa,1,277,277
45055,31049,2019-06-10,5,Meia Liso,1,38,38
45056,31049,2019-06-10,5,Short Liso,2,108,216
45082,31069,2019-06-10,5,Cinto,1,200,200
45083,31069,2019-06-10,5,Mochila Listrado,5,275,1375
45084,31069,2019-06-10,5,Polo Listrado,3,149,447
45095,31079,2019-06-10,5,Short Xadrez,1,100,100
