,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
50205,34655,2019-06-29,5,Calça Liso,1,190,190
50206,34655,2019-06-29,5,Tênis Listrado,1,262,262
50214,34663,2019-06-29,5,Camiseta Listrado,2,197,394
50235,34678,2019-06-29,5,Gorro Listrado,5,97,485
50236,34678,2019-06-29,5,Sunga Listrado,5,114,570
50237,34678,2019-06-29,5,Mochila Linho,2,311,622
50243,34683,2019-06-29,5,Casaco Linho,4,299,1196
50244,34683,2019-06-29,5,Polo Linho,4,176,704
50245,34683,2019-06-29,5,Tênis Xadrez,5,259,1295
50307,34724,2019-06-29,5,Gorro,4,80,320
50308,34724,2019-06-29,5,Sunga Listrado,1,114,114
50341,34744,2019-06-29,5,Camisa Estampa,1,113,113
50439,34801,2019-06-29,5,Camisa Gola V,5,100,500
