,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
72506,50285,2019-09-16,5,Terno Liso,4,720,2880
72507,50285,2019-09-16,5,Gorro Listrado,1,97,97
72568,50318,2019-09-16,5,Tênis,4,250,1000
72569,50318,2019-09-16,5,Cueca,4,50,200
72576,50324,2019-09-16,5,Tênis Liso,2,266,532
72653,50373,2019-09-16,5,Casaco Listrado,3,269,807
72654,50373,2019-09-16,5,Cinto Liso,1,209,209
72655,50373,2019-09-16,5,Gorro,4,80,320
72691,50400,2019-09-16,5,Gorro Xadrez,1,85,85
72692,50400,2019-09-16,5,Mochila Listrado,1,275,275
