,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
60098,41536,2019-08-03,6,Calça Listrado,4,181,724
60099,41536,2019-08-03,6,Polo Linho,1,176,176
60131,41556,2019-08-03,6,Chinelo Xadrez,5,66,330
60132,41556,2019-08-03,6,Chinelo Estampa,1,74,74
60172,41580,2019-08-03,6,Terno Xadrez,3,709,2127
60225,41616,2019-08-03,6,Terno,1,700,700
60227,41618,2019-08-03,6,Pulseira,4,70,280
60228,41618,2019-08-03,6,Calça Estampa,3,177,531
60229,41618,2019-08-03,6,Cinto Liso,2,209,418
60230,41618,2019-08-03,6,Gorro Xadrez,2,85,170
60234,41622,2019-08-03,6,Cinto Estampa,1,209,209
60235,41622,2019-08-03,6,Bermuda Linho,1,195,195
60236,41622,2019-08-03,6,Cinto Estampa,2,209,418
60248,41627,2019-08-03,6,Camiseta,1,180,180
60249,41627,2019-08-03,6,Camiseta Estampa,1,196,196
60250,41627,2019-08-03,6,Short Listrado,2,102,204
60304,41664,2019-08-03,6,Casaco Xadrez,2,259,518
