,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
76514,53023,2019-09-30,6,Cinto Estampa,3,209,627
76515,53023,2019-09-30,6,Tênis Xadrez,4,259,1036
76516,53023,2019-09-30,6,Bermuda Linho,3,195,585
76551,53044,2019-09-30,6,Pulseira Estampa,4,87,348
76552,53044,2019-09-30,6,Relógio,1,200,200
76553,53045,2019-09-30,6,Pulseira Estampa,2,87,174
76594,53078,2019-09-30,6,Pulseira Liso,1,87,87
76595,53078,2019-09-30,6,Polo Xadrez,1,142,142
76621,53094,2019-09-30,6,Terno,2,700,1400
76622,53094,2019-09-30,6,Short Liso,2,108,216
