,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
38479,26527,2019-05-18,6,Mochila Listrado,2,275,550
38480,26527,2019-05-18,6,Pulseira,3,70,210
38481,26527,2019-05-18,6,Chinelo Listrado,1,73,73
38504,26549,2019-05-18,6,Chinelo Liso,5,71,355
38505,26549,2019-05-18,6,Camiseta Listrado,3,197,591
38517,26557,2019-05-18,6,Bermuda Liso,4,157,628
38518,26557,2019-05-18,6,Bermuda Xadrez,1,155,155
38536,26571,2019-05-18,6,Gorro Liso,1,92,92
38537,26571,2019-05-18,6,Camisa,1,100,100
38538,26571,2019-05-18,6,Meia Liso,3,38,114
38539,26571,2019-05-18,6,Bermuda Linho,3,195,585
38540,26571,2019-05-18,6,Camisa Xadrez,4,105,420
38541,26571,2019-05-18,6,Tênis Linho,2,294,588
38562,26586,2019-05-18,6,Pulseira Xadrez,4,87,348
38577,26593,2019-05-18,6,Calça Xadrez,3,185,555
