,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
50211,34661,2019-06-29,6,Mochila,4,270,1080
50212,34661,2019-06-29,6,Cueca Xadrez,2,60,120
50355,34752,2019-06-29,6,Meia Linho,1,78,78
50356,34752,2019-06-29,6,Cinto,2,200,400
50357,34752,2019-06-29,6,Short Liso,1,108,108
50398,34778,2019-06-29,6,Pulseira Listrado,2,79,158
50399,34778,2019-06-29,6,Bermuda Liso,5,157,785
50400,34778,2019-06-29,6,Pulseira Xadrez,2,87,174
50401,34779,2019-06-29,6,Sapato Linho,2,391,782
50430,34796,2019-06-29,6,Mochila Listrado,5,275,1375
50475,34829,2019-06-29,6,Tênis,5,250,1250
