,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
45697,31481,2019-06-13,6,Tênis Xadrez,1,259,259
45698,31481,2019-06-13,6,Camisa Estampa,2,113,226
45699,31481,2019-06-13,6,Meia Linho,5,78,390
45702,31483,2019-06-13,6,Calça Liso,3,190,570
45703,31483,2019-06-13,6,Camiseta Xadrez,4,200,800
45732,31505,2019-06-13,6,Calça Liso,2,190,380
45764,31525,2019-06-13,6,Short Liso,2,108,216
45815,31561,2019-06-13,6,Tênis Linho,2,294,588
45850,31587,2019-06-13,6,Bermuda Listrado,4,163,652
45895,31619,2019-06-13,6,Bermuda Linho,3,195,585
45896,31619,2019-06-13,6,Gorro Linho,3,124,372
45897,31619,2019-06-13,6,Polo,1,130,130
45900,31621,2019-06-13,6,Gorro Xadrez,2,85,170
45901,31621,2019-06-13,6,Meia Linho,5,78,390
45918,31632,2019-06-13,6,Camisa Gola V Linho,2,145,290
45919,31632,2019-06-13,6,Casaco Liso,2,255,510
45955,31657,2019-06-13,6,Camisa Xadrez,2,105,210
