,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
35817,24734,2019-05-09,6,Sunga Xadrez,2,116,232
35818,24734,2019-05-09,6,Calça Linho,1,211,211
35832,24744,2019-05-09,6,Chinelo Estampa,2,74,148
35833,24744,2019-05-09,6,Terno Estampa,4,706,2824
35834,24744,2019-05-09,6,Camisa Gola V Liso,5,118,590
35849,24757,2019-05-09,6,Camisa Gola V Liso,1,118,118
35850,24757,2019-05-09,6,Cinto Listrado,5,214,1070
35944,24831,2019-05-09,6,Terno Estampa,2,706,1412
35945,24831,2019-05-09,6,Chinelo Listrado,2,73,146
35953,24837,2019-05-09,6,Bermuda Xadrez,3,155,465
35954,24837,2019-05-09,6,Gorro Estampa,3,93,279
36071,24933,2019-05-09,6,Camisa Gola V Xadrez,1,107,107
36073,24935,2019-05-09,6,Mochila Listrado,2,275,550
36074,24935,2019-05-09,6,Chinelo Estampa,1,74,74
36075,24935,2019-05-09,6,Sunga Liso,1,114,114
36076,24935,2019-05-09,6,Sunga Liso,1,114,114
36077,24935,2019-05-09,6,Casaco Linho,3,299,897
36078,24935,2019-05-09,6,Polo Listrado,2,149,298
36083,24941,2019-05-09,6,Pulseira Listrado,2,79,158
36084,24941,2019-05-09,6,Gorro,1,80,80
36085,24941,2019-05-09,6,Cinto,1,200,200
36086,24941,2019-05-09,6,Cinto Listrado,3,214,642
