,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
96827,67008,2019-12-11,6,Tênis,2,250,500
96834,67016,2019-12-11,6,Sunga,2,100,200
96874,67045,2019-12-11,6,Chinelo Linho,3,105,315
96875,67045,2019-12-11,6,Cueca Liso,3,69,207
96876,67046,2019-12-11,6,Sapato Xadrez,2,368,736
96880,67049,2019-12-11,6,Sapato Estampa,4,358,1432
96881,67049,2019-12-11,6,Casaco Listrado,1,269,269
96882,67049,2019-12-11,6,Camisa Gola V,3,100,300
96918,67079,2019-12-11,6,Calça Xadrez,1,185,185
96919,67079,2019-12-11,6,Sapato Liso,1,368,368
96920,67079,2019-12-11,6,Relógio,3,200,600
96921,67079,2019-12-11,6,Polo Xadrez,3,142,426
96959,67107,2019-12-11,6,Mochila,1,270,270
96975,67119,2019-12-11,6,Pulseira Xadrez,4,87,348
96976,67119,2019-12-11,6,Chinelo Linho,1,105,105
