,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
100127,69382,2019-12-23,7,Mochila Linho,1,311,311
100128,69382,2019-12-23,7,Tênis Listrado,2,262,524
100129,69382,2019-12-23,7,Terno Xadrez,3,709,2127
100130,69382,2019-12-23,7,Chinelo,2,60,120
100131,69382,2019-12-23,7,Terno Estampa,1,706,706
100132,69382,2019-12-23,7,Tênis Linho,3,294,882
100157,69398,2019-12-23,7,Polo Xadrez,4,142,568
100158,69398,2019-12-23,7,Terno Estampa,1,706,706
100159,69398,2019-12-23,7,Camiseta Estampa,1,196,196
100199,69427,2019-12-23,7,Chinelo Estampa,1,74,74
100259,69461,2019-12-23,7,Polo Listrado,3,149,447
100265,69467,2019-12-23,7,Calça Liso,1,190,190
100269,69470,2019-12-23,7,Bermuda Estampa,1,169,169
100270,69470,2019-12-23,7,Short Listrado,2,102,204
100284,69478,2019-12-23,7,Polo,3,130,390
100292,69488,2019-12-23,7,Bermuda Linho,1,195,195
