,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
18434,12688,2019-03-08,7,Camisa Liso,1,105,105
18435,12688,2019-03-08,7,Camiseta Xadrez,2,200,400
18436,12688,2019-03-08,7,Relógio Listrado,1,218,218
18437,12688,2019-03-08,7,Sunga Listrado,1,114,114
18438,12688,2019-03-08,7,Sunga Estampa,1,120,120
18439,12688,2019-03-08,7,Meia Liso,1,38,38
18539,12764,2019-03-08,7,Camisa Listrado,3,108,324
18540,12764,2019-03-08,7,Tênis Linho,1,294,294
18541,12764,2019-03-08,7,Bermuda Liso,1,157,157
18547,12770,2019-03-08,7,Bermuda Estampa,1,169,169
18586,12796,2019-03-08,7,Meia Listrado,1,37,37
18587,12796,2019-03-08,7,Meia Estampa,1,50,50
18599,12804,2019-03-08,7,Gorro Linho,1,124,124
