,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
1724,1141,2019-01-08,7,Chinelo Listrado,2,73,146
1725,1141,2019-01-08,7,Casaco Listrado,2,269,538
1738,1153,2019-01-08,7,Sapato,1,350,350
1783,1185,2019-01-08,7,Cueca Listrado,2,67,134
1784,1185,2019-01-08,7,Bermuda Xadrez,1,155,155
1813,1213,2019-01-08,7,Bermuda Estampa,2,169,338
1822,1219,2019-01-08,7,Camisa Listrado,1,108,108
1823,1219,2019-01-08,7,Sapato Estampa,1,358,358
1845,1235,2019-01-08,7,Casaco,1,250,250
1876,1259,2019-01-08,7,Casaco,2,250,500
1877,1259,2019-01-08,7,Gorro Listrado,2,97,194
1878,1260,2019-01-08,7,Camisa Gola V,1,100,100
1879,1260,2019-01-08,7,Relógio Listrado,4,218,872
1884,1266,2019-01-08,7,Mochila,1,270,270
1885,1266,2019-01-08,7,Camisa Linho,1,141,141
1886,1266,2019-01-08,7,Short Liso,5,108,540
1957,1314,2019-01-08,7,Short Estampa,5,96,480
