,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
62329,43086,2019-08-11,7,Camiseta Listrado,5,197,985
62330,43086,2019-08-11,7,Camisa Gola V,1,100,100
62331,43086,2019-08-11,7,Short Listrado,1,102,102
62332,43086,2019-08-11,7,Terno Liso,1,720,720
62333,43086,2019-08-11,7,Short Xadrez,5,100,500
62381,43122,2019-08-11,7,Mochila Listrado,3,275,825
62404,43146,2019-08-11,7,Camisa Xadrez,1,105,105
62405,43146,2019-08-11,7,Casaco Liso,3,255,765
62462,43183,2019-08-11,7,Cueca,1,50,50
62474,43191,2019-08-11,7,Cueca Estampa,2,66,132
62516,43223,2019-08-11,7,Casaco Linho,1,299,299
62531,43236,2019-08-11,7,Chinelo Linho,3,105,315
62532,43236,2019-08-11,7,Sapato Estampa,1,358,358
62557,43255,2019-08-11,7,Chinelo Estampa,1,74,74
62573,43268,2019-08-11,7,Polo,2,130,260
62574,43268,2019-08-11,7,Cueca Estampa,1,66,66
62575,43268,2019-08-11,7,Casaco Liso,5,255,1275
62576,43268,2019-08-11,7,Tênis Xadrez,5,259,1295
62577,43268,2019-08-11,7,Terno Listrado,5,709,3545
