,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
6212,4234,2019-01-24,7,Chinelo Liso,2,71,142
6213,4234,2019-01-24,7,Calça,1,170,170
6231,4247,2019-01-24,7,Camisa Gola V Estampa,1,118,118
6237,4253,2019-01-24,7,Relógio,1,200,200
6255,4265,2019-01-24,7,Camisa Estampa,5,113,565
6256,4265,2019-01-24,7,Relógio,4,200,800
6412,4372,2019-01-24,7,Gorro Linho,2,124,248
6413,4372,2019-01-24,7,Camisa Gola V Estampa,5,118,590
6426,4384,2019-01-24,7,Mochila Liso,1,276,276
6427,4384,2019-01-24,7,Tênis Liso,2,266,532
6443,4395,2019-01-24,7,Camisa Estampa,1,113,113
6456,4403,2019-01-24,7,Cueca Linho,2,93,186
6462,4406,2019-01-24,7,Terno Estampa,2,706,1412
6474,4414,2019-01-24,7,Relógio Listrado,1,218,218
6475,4414,2019-01-24,7,Sunga Estampa,1,120,120
6476,4414,2019-01-24,7,Polo,1,130,130
