,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
57110,39469,2019-07-23,7,Bermuda Liso,1,157,157
57111,39469,2019-07-23,7,Chinelo,5,60,300
57112,39469,2019-07-23,7,Camisa Linho,5,141,705
57113,39469,2019-07-23,7,Mochila Listrado,1,275,275
57114,39469,2019-07-23,7,Camisa Gola V Listrado,4,116,464
57117,39471,2019-07-23,7,Pulseira Linho,2,114,228
57118,39471,2019-07-23,7,Chinelo Listrado,3,73,219
57119,39471,2019-07-23,7,Tênis Xadrez,2,259,518
57132,39478,2019-07-23,7,Sapato Xadrez,1,368,368
57133,39478,2019-07-23,7,Meia Listrado,2,37,74
57192,39521,2019-07-23,7,Relógio Listrado,1,218,218
57193,39521,2019-07-23,7,Camisa Xadrez,1,105,105
57207,39531,2019-07-23,7,Camisa Gola V Xadrez,2,107,214
57208,39531,2019-07-23,7,Casaco,1,250,250
57245,39557,2019-07-23,7,Terno Liso,3,720,2160
57246,39557,2019-07-23,7,Terno Liso,1,720,720
