,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
87164,60339,2019-11-07,7,Camisa Gola V Liso,1,118,118
87165,60339,2019-11-07,7,Relógio Estampa,1,219,219
87202,60362,2019-11-07,7,Chinelo Estampa,2,74,148
87203,60362,2019-11-07,7,Sunga Linho,2,149,298
87248,60396,2019-11-07,7,Cueca,2,50,100
87272,60421,2019-11-07,7,Pulseira Listrado,1,79,79
87358,60485,2019-11-07,7,Meia Liso,2,38,76
87371,60493,2019-11-07,7,Short Linho,1,133,133
87388,60511,2019-11-07,7,Camisa Gola V Liso,4,118,472
87389,60511,2019-11-07,7,Bermuda Listrado,1,163,163
