,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
82143,56982,2019-10-20,7,Camisa,2,100,200
82172,57005,2019-10-20,7,Gorro,2,80,160
82177,57009,2019-10-20,7,Relógio Linho,1,240,240
82178,57009,2019-10-20,7,Calça Xadrez,1,185,185
82179,57009,2019-10-20,7,Cinto Listrado,2,214,428
82231,57048,2019-10-20,7,Short Listrado,1,102,102
82316,57105,2019-10-20,7,Meia,4,30,120
82317,57105,2019-10-20,7,Sunga Liso,1,114,114
82337,57119,2019-10-20,7,Camisa Xadrez,1,105,105
82338,57119,2019-10-20,7,Polo Estampa,2,138,276
82339,57119,2019-10-20,7,Casaco,1,250,250
82340,57119,2019-10-20,7,Chinelo Estampa,3,74,222
