,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
2855,1892,2019-01-12,7,Polo Xadrez,1,142,142
2889,1917,2019-01-12,7,Bermuda Linho,5,195,975
2893,1921,2019-01-12,7,Camisa Gola V Xadrez,1,107,107
2894,1921,2019-01-12,7,Mochila Linho,2,311,622
2962,1958,2019-01-12,7,Tênis Liso,2,266,532
2998,1992,2019-01-12,7,Calça,5,170,850
2999,1992,2019-01-12,7,Sunga Liso,5,114,570
3000,1992,2019-01-12,7,Bermuda Linho,1,195,195
3008,1998,2019-01-12,7,Tênis Liso,2,266,532
3104,2088,2019-01-12,7,Camisa Gola V Liso,2,118,236
3105,2088,2019-01-12,7,Camiseta Xadrez,4,200,800
