,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
87211,60369,2019-11-07,3,Casaco Estampa,4,256,1024
87212,60369,2019-11-07,3,Cueca Estampa,2,66,132
87213,60369,2019-11-07,3,Short Liso,1,108,108
87218,60374,2019-11-07,3,Gorro Linho,1,124,124
87219,60374,2019-11-07,3,Casaco Liso,2,255,510
87223,60379,2019-11-07,3,Camisa Gola V Listrado,3,116,348
87224,60379,2019-11-07,3,Tênis,1,250,250
87225,60379,2019-11-07,3,Camisa Gola V Linho,5,145,725
87236,60388,2019-11-07,3,Gorro Linho,3,124,372
87291,60435,2019-11-07,3,Cinto,3,200,600
87320,60457,2019-11-07,3,Relógio Estampa,4,219,876
87321,60457,2019-11-07,3,Camisa Linho,1,141,141
87322,60457,2019-11-07,3,Bermuda Listrado,2,163,326
87332,60463,2019-11-07,3,Sapato Linho,3,391,1173
87364,60489,2019-11-07,3,Relógio,2,200,400
87365,60489,2019-11-07,3,Chinelo Liso,1,71,71
87415,60529,2019-11-07,3,Short,2,90,180
87416,60530,2019-11-07,3,Cinto Liso,1,209,209
