,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
18156,12508,2019-03-07,3,Sunga Listrado,5,114,570
18157,12508,2019-03-07,3,Gorro Estampa,2,93,186
18158,12508,2019-03-07,3,Calça Linho,1,211,211
18162,12517,2019-03-07,3,Sapato Xadrez,2,368,736
18163,12517,2019-03-07,3,Short Linho,1,133,133
18164,12517,2019-03-07,3,Cueca Estampa,2,66,132
18165,12517,2019-03-07,3,Cueca Xadrez,3,60,180
18211,12557,2019-03-07,3,Cueca Listrado,2,67,134
18212,12557,2019-03-07,3,Sunga Listrado,4,114,456
18279,12598,2019-03-07,3,Cinto Xadrez,5,215,1075
18280,12598,2019-03-07,3,Short Liso,3,108,324
18281,12598,2019-03-07,3,Sunga Estampa,2,120,240
