,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
588,402,2019-01-04,3,Camiseta Xadrez,1,200,200
589,402,2019-01-04,3,Meia Xadrez,1,41,41
590,402,2019-01-04,3,Polo,5,130,650
648,439,2019-01-04,3,Pulseira Estampa,4,87,348
690,466,2019-01-04,3,Camisa Listrado,1,108,108
691,466,2019-01-04,3,Meia Xadrez,1,41,41
825,555,2019-01-04,3,Gorro Liso,1,92,92
826,555,2019-01-04,3,Cueca Linho,1,93,93
827,555,2019-01-04,3,Casaco Liso,1,255,255
837,561,2019-01-04,3,Calça Xadrez,2,185,370
838,561,2019-01-04,3,Camiseta Linho,1,223,223
