,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
69667,48254,2019-09-06,3,Bermuda Liso,2,157,314
69695,48280,2019-09-06,3,Gorro Listrado,2,97,194
69696,48280,2019-09-06,3,Relógio Listrado,2,218,436
69823,48372,2019-09-06,3,Meia Listrado,1,37,37
69824,48372,2019-09-06,3,Chinelo Estampa,2,74,148
69825,48372,2019-09-06,3,Camisa,2,100,200
69866,48404,2019-09-06,3,Gorro Listrado,3,97,291
69917,48441,2019-09-06,3,Cueca,4,50,200
69918,48441,2019-09-06,3,Camisa Gola V Xadrez,3,107,321
69925,48446,2019-09-06,3,Camisa Gola V,4,100,400
69926,48446,2019-09-06,3,Short Liso,2,108,216
69927,48446,2019-09-06,3,Meia Estampa,1,50,50
