,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
75080,52031,2019-09-25,3,Calça Xadrez,1,185,185
75081,52031,2019-09-25,3,Tênis Xadrez,4,259,1036
75105,52049,2019-09-25,3,Gorro Listrado,1,97,97
75106,52049,2019-09-25,3,Casaco,1,250,250
75172,52106,2019-09-25,3,Sapato Estampa,5,358,1790
75173,52106,2019-09-25,3,Calça Liso,2,190,380
75174,52106,2019-09-25,3,Chinelo Linho,4,105,420
75175,52106,2019-09-25,3,Cinto,2,200,400
75195,52121,2019-09-25,3,Sapato Listrado,3,363,1089
75196,52121,2019-09-25,3,Pulseira Linho,4,114,456
75204,52126,2019-09-25,3,Casaco Listrado,1,269,269
75286,52187,2019-09-25,3,Calça Listrado,2,181,362
75287,52187,2019-09-25,3,Sapato Estampa,1,358,358
75288,52187,2019-09-25,3,Bermuda Estampa,2,169,338
75289,52187,2019-09-25,3,Cinto,2,200,400
75290,52187,2019-09-25,3,Pulseira,4,70,280
