,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
82079,56946,2019-10-20,3,Camisa Estampa,5,113,565
82080,56947,2019-10-20,3,Camisa Gola V,2,100,200
82081,56947,2019-10-20,3,Relógio,1,200,200
82082,56948,2019-10-20,3,Camisa Gola V Liso,3,118,354
82083,56948,2019-10-20,3,Relógio,1,200,200
82084,56948,2019-10-20,3,Camisa Gola V,4,100,400
82085,56948,2019-10-20,3,Camisa Estampa,3,113,339
82100,56957,2019-10-20,3,Relógio Liso,1,216,216
82110,56967,2019-10-20,3,Mochila Listrado,2,275,550
82139,56981,2019-10-20,3,Bermuda Listrado,2,163,326
82140,56981,2019-10-20,3,Terno,1,700,700
82141,56981,2019-10-20,3,Gorro Listrado,4,97,388
82142,56981,2019-10-20,3,Calça Xadrez,3,185,555
82149,56986,2019-10-20,3,Polo Xadrez,4,142,568
82150,56986,2019-10-20,3,Calça Listrado,1,181,181
82151,56986,2019-10-20,3,Bermuda Estampa,2,169,338
82180,57010,2019-10-20,3,Sunga Liso,4,114,456
82203,57025,2019-10-20,3,Camiseta,1,180,180
82204,57025,2019-10-20,3,Bermuda Estampa,3,169,507
82255,57063,2019-10-20,3,Casaco,1,250,250
82256,57063,2019-10-20,3,Relógio Liso,2,216,432
82257,57063,2019-10-20,3,Cueca Estampa,2,66,132
82261,57066,2019-10-20,3,Cueca Xadrez,2,60,120
82262,57066,2019-10-20,3,Bermuda Listrado,1,163,163
82263,57066,2019-10-20,3,Sunga Xadrez,1,116,116
